Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
14_P_28_S14_L003_R1_001	14_P_28_S14_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58329501.0	0.0	28.0	49.0	90.08664401785586	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
14_P_28_S14_L003_R2_001	14_P_28_S14_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58329501.0	0.0	150.0	40.0	78.40110025299718	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
14_P_28_S14_L004_R1_001	14_P_28_S14_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993586.0	0.0	28.0	49.0	91.11352095769286	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
14_P_28_S14_L004_R2_001	14_P_28_S14_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993586.0	0.0	150.0	40.0	79.3142391383952	150.0	pass	pass	warn	pass	warn	warn	pass	pass	pass	warn	pass
15_V_27_S15_L001_R1_001	15_V_27_S15_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68521499.0	0.0	28.0	49.0	63.58450121504073	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
15_V_27_S15_L001_R2_001	15_V_27_S15_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68521499.0	0.0	150.0	42.0	67.36554011746509	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
15_V_27_S15_L002_R1_001	15_V_27_S15_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67528590.0	0.0	28.0	49.0	63.65506005260799	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
15_V_27_S15_L002_R2_001	15_V_27_S15_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67528590.0	0.0	150.0	42.0	66.9948939773388	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
15_V_27_S15_L003_R1_001	15_V_27_S15_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62945531.0	0.0	28.0	49.0	64.75809453271731	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
15_V_27_S15_L003_R2_001	15_V_27_S15_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62945531.0	0.0	150.0	42.0	67.27629370512643	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
15_V_27_S15_L004_R1_001	15_V_27_S15_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61529057.0	0.0	28.0	49.0	65.9003947279978	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
15_V_27_S15_L004_R2_001	15_V_27_S15_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61529057.0	0.0	150.0	42.0	68.21372915378238	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	warn	pass
16_V_28_S16_L001_R1_001	16_V_28_S16_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77077227.0	0.0	28.0	49.0	54.92733715843335	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
16_V_28_S16_L001_R2_001	16_V_28_S16_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77077227.0	0.0	150.0	42.0	67.72182239707647	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
16_V_28_S16_L002_R1_001	16_V_28_S16_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75865332.0	0.0	28.0	49.0	55.08135788267332	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
16_V_28_S16_L002_R2_001	16_V_28_S16_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75865332.0	0.0	150.0	42.0	67.40589596658853	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
16_V_28_S16_L003_R1_001	16_V_28_S16_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70560369.0	0.0	28.0	49.0	56.59617680630576	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
16_V_28_S16_L003_R2_001	16_V_28_S16_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70560369.0	0.0	150.0	42.0	68.00617312868987	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
16_V_28_S16_L004_R1_001	16_V_28_S16_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69130758.0	0.0	28.0	49.0	57.49259154326381	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
16_V_28_S16_L004_R2_001	16_V_28_S16_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69130758.0	0.0	150.0	42.0	69.07820209747263	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	warn	pass
17_P_29_S17_L001_R1_001	17_P_29_S17_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63728384.0	0.0	28.0	49.0	94.63786987306867	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
17_P_29_S17_L001_R2_001	17_P_29_S17_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63728384.0	0.0	150.0	42.0	80.75955945741036	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
17_P_29_S17_L002_R1_001	17_P_29_S17_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62918034.0	0.0	28.0	49.0	94.35782163235886	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
17_P_29_S17_L002_R2_001	17_P_29_S17_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62918034.0	0.0	150.0	42.0	80.49754844318777	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
17_P_29_S17_L003_R1_001	17_P_29_S17_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59121182.0	0.0	28.0	49.0	94.01231164386111	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
17_P_29_S17_L003_R2_001	17_P_29_S17_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59121182.0	0.0	150.0	42.0	80.59534593180258	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
17_P_29_S17_L004_R1_001	17_P_29_S17_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57893063.0	0.0	28.0	49.0	94.91441629968669	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
17_P_29_S17_L004_R2_001	17_P_29_S17_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57893063.0	0.0	150.0	42.0	81.47344617979074	150.0	pass	pass	warn	pass	warn	warn	pass	pass	pass	warn	pass
18_P_30_S18_L001_R1_001	18_P_30_S18_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61440160.0	0.0	28.0	49.0	86.74187358471424	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
18_P_30_S18_L001_R2_001	18_P_30_S18_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61440160.0	0.0	150.0	43.0	72.81814435345932	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
18_P_30_S18_L002_R1_001	18_P_30_S18_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60654387.0	0.0	28.0	49.0	86.70834872798206	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
18_P_30_S18_L002_R2_001	18_P_30_S18_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60654387.0	0.0	150.0	43.0	72.39920960287878	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
18_P_30_S18_L003_R1_001	18_P_30_S18_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993270.0	0.0	28.0	49.0	86.74848114866707	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
18_P_30_S18_L003_R2_001	18_P_30_S18_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993270.0	0.0	150.0	43.0	72.34495550752139	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
18_P_30_S18_L004_R1_001	18_P_30_S18_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55770678.0	0.0	28.0	49.0	87.75710214497983	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
18_P_30_S18_L004_R2_001	18_P_30_S18_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55770678.0	0.0	150.0	43.0	73.35438137300974	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	warn	pass
19_V_29_S19_L001_R1_001	19_V_29_S19_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79545733.0	0.0	28.0	49.0	60.42866217472873	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
19_V_29_S19_L001_R2_001	19_V_29_S19_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79545733.0	0.0	150.0	44.0	65.90492541640234	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
19_V_29_S19_L002_R1_001	19_V_29_S19_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78574717.0	0.0	28.0	49.0	60.44029534797548	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
19_V_29_S19_L002_R2_001	19_V_29_S19_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78574717.0	0.0	150.0	44.0	65.84561157885499	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
19_V_29_S19_L003_R1_001	19_V_29_S19_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73614731.0	0.0	28.0	49.0	61.440992863643686	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
19_V_29_S19_L003_R2_001	19_V_29_S19_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73614731.0	0.0	150.0	44.0	66.06859958604623	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
19_V_29_S19_L004_R1_001	19_V_29_S19_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72110567.0	0.0	28.0	49.0	62.61164847247427	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
19_V_29_S19_L004_R2_001	19_V_29_S19_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72110567.0	0.0	150.0	44.0	67.13457520785535	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
20_V_30_S20_L001_R1_001	20_V_30_S20_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63071928.0	0.0	28.0	49.0	79.94178561254922	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
20_V_30_S20_L001_R2_001	20_V_30_S20_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63071928.0	0.0	150.0	44.0	72.40091816789104	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
20_V_30_S20_L002_R1_001	20_V_30_S20_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62216596.0	0.0	28.0	49.0	79.86678551889743	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
20_V_30_S20_L002_R2_001	20_V_30_S20_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62216596.0	0.0	150.0	44.0	71.92583704363764	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
20_V_30_S20_L003_R1_001	20_V_30_S20_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58451142.0	0.0	28.0	49.0	80.43753629315324	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
20_V_30_S20_L003_R2_001	20_V_30_S20_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58451142.0	0.0	150.0	44.0	72.12246414713015	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
20_V_30_S20_L004_R1_001	20_V_30_S20_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57130934.0	0.0	28.0	49.0	81.60041650210505	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
20_V_30_S20_L004_R2_001	20_V_30_S20_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57130934.0	0.0	150.0	44.0	73.00046428983879	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	warn	pass
21_P_31_S21_L001_R1_001	21_P_31_S21_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76580854.0	0.0	28.0	49.0	83.45501596126212	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
21_P_31_S21_L001_R2_001	21_P_31_S21_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76580854.0	0.0	150.0	45.0	65.2150956588739	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
21_P_31_S21_L002_R1_001	21_P_31_S21_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75625754.0	0.0	28.0	49.0	83.41620475367112	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
21_P_31_S21_L002_R2_001	21_P_31_S21_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75625754.0	0.0	150.0	45.0	65.01717740337425	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
21_P_31_S21_L003_R1_001	21_P_31_S21_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70992446.0	0.0	28.0	49.0	83.49495291547291	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
21_P_31_S21_L003_R2_001	21_P_31_S21_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70992446.0	0.0	150.0	45.0	64.7883584415655	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
21_P_31_S21_L004_R1_001	21_P_31_S21_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69440655.0	0.0	28.0	49.0	84.5756868837254	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
21_P_31_S21_L004_R2_001	21_P_31_S21_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69440655.0	0.0	150.0	45.0	65.66687625216258	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
22_P_32_S22_L001_R1_001	22_P_32_S22_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68429475.0	0.0	28.0	49.0	74.41105211331475	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
22_P_32_S22_L001_R2_001	22_P_32_S22_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68429475.0	0.0	150.0	44.0	65.93524603758053	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
22_P_32_S22_L002_R1_001	22_P_32_S22_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67558634.0	0.0	28.0	49.0	74.42749495086586	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
22_P_32_S22_L002_R2_001	22_P_32_S22_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67558634.0	0.0	150.0	44.0	65.5866224042321	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
22_P_32_S22_L003_R1_001	22_P_32_S22_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63672844.0	0.0	28.0	49.0	75.07587548768298	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
22_P_32_S22_L003_R2_001	22_P_32_S22_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63672844.0	0.0	150.0	44.0	65.75236599264755	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
22_P_32_S22_L004_R1_001	22_P_32_S22_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62191048.0	0.0	28.0	49.0	76.06462623807774	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
22_P_32_S22_L004_R2_001	22_P_32_S22_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62191048.0	0.0	150.0	44.0	66.65451948403943	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
23_V_31_S23_L001_R1_001	23_V_31_S23_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63131911.0	0.0	28.0	49.0	76.23668733207164	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
23_V_31_S23_L001_R2_001	23_V_31_S23_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63131911.0	0.0	150.0	43.0	71.96494354830216	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
23_V_31_S23_L002_R1_001	23_V_31_S23_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62384067.0	0.0	28.0	49.0	75.95374107008267	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
23_V_31_S23_L002_R2_001	23_V_31_S23_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62384067.0	0.0	150.0	43.0	71.62075289902596	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
23_V_31_S23_L003_R1_001	23_V_31_S23_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58507965.0	0.0	28.0	49.0	76.62582932645883	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
23_V_31_S23_L003_R2_001	23_V_31_S23_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58507965.0	0.0	150.0	43.0	71.82591935582046	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
23_V_31_S23_L004_R1_001	23_V_31_S23_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57182429.0	0.0	28.0	49.0	77.9144297494109	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
23_V_31_S23_L004_R2_001	23_V_31_S23_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57182429.0	0.0	150.0	43.0	72.90892194219049	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	warn	pass
24_V_32_S24_L001_R1_001	24_V_32_S24_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61747971.0	0.0	28.0	49.0	67.90563582391819	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
24_V_32_S24_L001_R2_001	24_V_32_S24_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61747971.0	0.0	150.0	43.0	71.52258202975572	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
24_V_32_S24_L002_R1_001	24_V_32_S24_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61003592.0	0.0	28.0	49.0	67.97192387559517	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
24_V_32_S24_L002_R2_001	24_V_32_S24_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61003592.0	0.0	150.0	43.0	71.62396373138881	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
24_V_32_S24_L003_R1_001	24_V_32_S24_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57239027.0	0.0	28.0	49.0	68.92485166710078	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
24_V_32_S24_L003_R2_001	24_V_32_S24_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57239027.0	0.0	150.0	43.0	71.60427431000939	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
24_V_32_S24_L004_R1_001	24_V_32_S24_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56019796.0	0.0	28.0	49.0	69.8921268177656	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
24_V_32_S24_L004_R2_001	24_V_32_S24_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56019796.0	0.0	150.0	43.0	72.71112642917619	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	pass
25_P_33_S25_L001_R1_001	25_P_33_S25_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69806633.0	0.0	28.0	49.0	91.19019055566456	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
25_P_33_S25_L001_R2_001	25_P_33_S25_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69806633.0	0.0	150.0	42.0	75.88485495336391	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
25_P_33_S25_L002_R1_001	25_P_33_S25_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68989068.0	0.0	28.0	49.0	91.36740524261647	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
25_P_33_S25_L002_R2_001	25_P_33_S25_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68989068.0	0.0	150.0	42.0	75.78112465366466	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
25_P_33_S25_L003_R1_001	25_P_33_S25_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64689154.0	0.0	28.0	49.0	91.157205969397	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
25_P_33_S25_L003_R2_001	25_P_33_S25_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64689154.0	0.0	150.0	42.0	75.90238430874466	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
25_P_33_S25_L004_R1_001	25_P_33_S25_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63422003.0	0.0	28.0	49.0	91.95925806863065	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
25_P_33_S25_L004_R2_001	25_P_33_S25_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63422003.0	0.0	150.0	42.0	76.69699487251108	150.0	pass	pass	warn	pass	warn	warn	pass	pass	pass	warn	pass
26_P_34_S26_L001_R1_001	26_P_34_S26_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66562802.0	0.0	28.0	49.0	84.74663728050682	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
26_P_34_S26_L001_R2_001	26_P_34_S26_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66562802.0	0.0	150.0	42.0	77.83127687617014	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
26_P_34_S26_L002_R1_001	26_P_34_S26_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65716118.0	0.0	28.0	49.0	84.61692718850905	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
26_P_34_S26_L002_R2_001	26_P_34_S26_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65716118.0	0.0	150.0	42.0	77.50527519846618	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
26_P_34_S26_L003_R1_001	26_P_34_S26_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61524347.0	0.0	28.0	49.0	85.0084528303026	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
26_P_34_S26_L003_R2_001	26_P_34_S26_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61524347.0	0.0	150.0	42.0	77.8746771714114	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
26_P_34_S26_L004_R1_001	26_P_34_S26_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60337546.0	0.0	28.0	49.0	86.07861451573467	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
26_P_34_S26_L004_R2_001	26_P_34_S26_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60337546.0	0.0	150.0	42.0	78.44761520052354	150.0	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	pass
27_V_33_S27_L001_R1_001	27_V_33_S27_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79888869.0	0.0	28.0	49.0	34.242589205165636	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
27_V_33_S27_L001_R2_001	27_V_33_S27_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79888869.0	0.0	150.0	44.0	60.49001438160002	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
27_V_33_S27_L002_R1_001	27_V_33_S27_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78939714.0	0.0	28.0	49.0	34.32487925793726	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
27_V_33_S27_L002_R2_001	27_V_33_S27_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78939714.0	0.0	150.0	44.0	60.247916297396856	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
27_V_33_S27_L003_R1_001	27_V_33_S27_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74013420.0	0.0	28.0	49.0	35.36092402632352	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
27_V_33_S27_L003_R2_001	27_V_33_S27_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74013420.0	0.0	150.0	44.0	60.90475634153674	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
27_V_33_S27_L004_R1_001	27_V_33_S27_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72601491.0	0.0	28.0	49.0	36.02903076696526	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
27_V_33_S27_L004_R2_001	27_V_33_S27_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72601491.0	0.0	150.0	44.0	61.76749662396478	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
28_V_34_S28_L001_R1_001	28_V_34_S28_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82001522.0	0.0	28.0	49.0	58.12028758858769	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
