gene,log2FoldChange,pvalue_adjust
GTF2IRD1,0.035720672715104075,0.9999681573509325
PAF1,0.5345371202940059,0.9999681573509325
VPS41,0.1818981784612033,0.9999681573509325
ARHGAP44,-0.4018495641374689,0.9999681573509325
ELAC2,0.1102585949751685,0.9999681573509325
SCIN,-0.20288720057937434,0.9999681573509325
ARSD,-0.08087278344698177,0.9999681573509325
PNPLA4,-0.6575883167667472,0.9999681573509325
MYH13,-0.1487750729080489,0.9999681573509325
ADIPOR2,-0.26455992549556556,0.9999681573509325
CDKL3,-0.1301904315694878,0.9999681573509325
UPP2,-1.335039811853447,0.9999681573509325
MARK4,0.18389001886247044,0.9999681573509325
PROM1,-0.3675477780928653,0.9999681573509325
CCDC124,0.1126148150729424,0.9999681573509325
CEACAM21,-0.4518856663654433,0.9999681573509325
PAFAH1B1,-0.1556190269398644,0.9999681573509325
DNAH9,0.6370939122692703,0.9999681573509325
BLTP2,-0.13737447644644243,0.9999681573509325
GAS7,0.13467963542261505,0.9999681573509325
TRAPPC6A,-0.49658618788237824,0.9999681573509325
MATK,-0.1845212297010529,0.9999681573509325
CD79B,1.3811308313654507,0.9999681573509325
SCN4A,0.32444153445813756,0.9999681573509325
ST7L,-0.1655895961146418,0.9999681573509325
RPUSD1,-0.12200711180315944,0.9999681573509325
RHBDF1,0.14287359653112702,0.9999681573509325
LUC7L,-0.0944614828193344,0.9999681573509325
CACNA2D2,-0.4657955346609903,0.9999681573509325
BAIAP3,-0.0022148671913550327,0.9999681573509325
TSR3,0.38442904053315224,0.9999681573509325
PIGQ,0.1529789777183334,0.9999681573509325
CRAMP1,0.19404107769852033,0.9999681573509325
TEAD3,-0.12334752309877106,0.9999681573509325
SELE,-0.12009196747433902,0.9999681573509325
DNAJC11,0.10720888065617563,0.9999681573509325
FMO3,-0.28658224083847833,0.9999681573509325
MYLIP,0.6408373875962557,0.9999681573509325
NOX1,0.06920982240781112,0.9999681573509325
PSMB1,0.028205361213773678,0.9999681573509325
SYN1,0.3455575004016788,0.9999681573509325
JARID2,0.13303426365229604,0.9999681573509325
CDKL5,0.11250646318658022,0.9999681573509325
CAMK1G,-0.2799194945967028,0.9999681573509325
CDK11A,0.2281640506664581,0.9999681573509325
NADK,-0.10840008019607232,0.9999681573509325
TFAP2B,0.1732463245738457,0.9999681573509325
DLEC1,-0.4075704259401848,0.9999681573509325
CYTH3,6.296612803194139e-5,0.9999681573509325
ADAM22,0.1667147383341359,0.9999681573509325
SYPL1,-0.22286107304315045,0.9999681573509325
CYB561,0.12029668489228502,0.9999681573509325
SPAG9,-0.14676192811022995,0.9999681573509325
AASS,0.025057797569647666,0.9999681573509325
PLEKHG6,-0.22979989547823648,0.9999681573509325
SS18L2,0.5626820395195529,0.9999681573509325
MPND,0.1245620684690721,0.9999681573509325
MGST1,0.8926170885517668,0.9999681573509325
CRY1,-0.1810738367028388,0.9999681573509325
NFIX,0.3214081786132178,0.9999681573509325
ST3GAL1,-0.29066262766449485,0.9999681573509325
MMP25,-0.41438932387603655,0.9999681573509325
IL32,-0.8554729891349431,0.9999681573509325
PKD1,-0.1998870192160688,0.9999681573509325
MAPK8IP2,-0.14361994756123586,0.9999681573509325
MED24,0.4577881981802162,0.9999681573509325
RHOBTB2,-0.0260458359592145,0.9999681573509325
HEATR5B,0.07598597477261214,0.9999681573509325
SEC62,-0.06476631553435397,0.9999681573509325
RPS20,-0.06331562956778607,0.9999681573509325
CSDE1,-0.008646978590372051,0.9999681573509325
UBE3C,0.02005960050667048,0.9999681573509325
REV3L,-0.029100693377861888,0.9999681573509325
TENM1,-0.039436436112039716,0.9999681573509325
PAX7,0.41002036471842634,0.9999681573509325
MASP2,-0.13037267400335983,0.9999681573509325
IYD,-0.5167543364784463,0.9999681573509325
FAM76A,-0.36591641234793526,0.9999681573509325
TRAF3IP3,-0.9611960571008459,0.9999681573509325
POMT2,-0.20947360297371376,0.9999681573509325
VTA1,0.22635447572455764,0.9999681573509325
MLXIPL,0.32739001817553626,0.9999681573509325
BAZ1B,-0.27863320698982713,0.9999681573509325
RANBP9,-0.026219697417161486,0.9999681573509325
ETV7,-1.1897403184069433,0.9999681573509325
SPRTN,-0.48283338979733376,0.9999681573509325
METTL13,0.7510943590723358,0.9999681573509325
DYRK4,-0.4136565993452215,0.9999681573509325
ZNF207,0.0951569609218347,0.9999681573509325
UQCRC1,0.23694496401828485,0.9999681573509325
STARD3NL,-0.19456493149233114,0.9999681573509325
CD9,0.042495594977702736,0.9999681573509325
HHATL,-0.0598710941769531,0.9999681573509325
NCAPD2,-0.09599503025284464,0.9999681573509325
IFFO1,0.0803001527956911,0.9999681573509325
GIPR,-0.029797361214361072,0.9999681573509325
PHF7,-0.6548438545134625,0.9999681573509325
SEMA3G,-0.06099628436367093,0.9999681573509325
NISCH,-0.2029333200425741,0.9999681573509325
STAB1,1.1506357628168922,0.9999681573509325
FUZ,-0.37112098342447375,0.9999681573509325
SLC6A13,-0.01302489272774415,0.9999681573509325
IDS,-0.08085946732568158,0.9999681573509325
PRSS3,-0.48511622946610017,0.9999681573509325
ZNF200,0.02133819474963947,0.9999681573509325
CD4,-0.3654464284993898,0.9999681573509325
LRRC23,0.12330942885541693,0.9999681573509325
BTK,0.17324632393516473,0.9999681573509325
HFE,-0.15435163434411478,0.9999681573509325
SCMH1,-0.0724872326934578,0.9999681573509325
FYN,0.14978848842893142,0.9999681573509325
HIVEP2,0.11069177409330985,0.9999681573509325
FMO1,-0.3046495988899167,0.9999681573509325
ELOA,0.1760178966355722,0.9999681573509325
LYPLA2,0.4413403556108472,0.9999681573509325
CLCN6,0.210795680610434,0.9999681573509325
MRC2,0.1831230265424201,0.9999681573509325
SLC6A7,0.5413022544139671,0.9999681573509325
TSPAN9,0.15643401003804408,0.9999681573509325
BTBD7,-0.042902077990959346,0.9999681573509325
APBA3,-0.6271561562048203,0.9999681573509325
MKS1,-0.1879366159592937,0.9999681573509325
ABHD5,0.3363265813741163,0.9999681573509325
ANOS1,0.807958261383294,0.9999681573509325
AKAP8L,-0.03257643790308344,0.9999681573509325
MBTD1,0.21838749790879017,0.9999681573509325
UTP18,-0.18323130718460068,0.9999681573509325
RNF216,-0.016084235554591146,0.9999681573509325
TTC19,-0.04692249575390058,0.9999681573509325
PTBP1,0.06858728759032191,0.9999681573509325
DPF1,-0.16052337949571716,0.9999681573509325
SYT7,-0.2406830370068001,0.9999681573509325
LARS2,-0.02084300764706064,0.9999681573509325
PIK3C2A,-0.2528780569738367,0.9999681573509325
PLAUR,-0.1869068434650437,0.9999681573509325
ANLN,-0.18370942507619992,0.9999681573509325
WIZ,0.979442854999891,0.9999681573509325
RABGAP1,-9.618239386071276e-4,0.9999681573509325
DCN,0.24084138599787067,0.9999681573509325
QPCTL,0.3479052185477584,0.9999681573509325
PPP5C,-0.23405607927503924,0.9999681573509325
CEP68,-0.0057956565391944085,0.9999681573509325
MAP4K3,-0.10392215815186456,0.9999681573509325
ZBTB32,0.19894052189966235,0.9999681573509325
TYROBP,-0.1578056660338141,0.9999681573509325
LDAF1,0.39015707224914226,0.9999681573509325
GABRA3,-0.4703993918006397,0.9999681573509325
BRCA1,-0.6388354502638739,0.9999681573509325
ERCC1,-0.3494341601486479,0.9999681573509325
CD22,-0.3883530778799039,0.9999681573509325
SEMA3B,-0.019587420533449265,0.9999681573509325
MBTPS2,0.037073474643216885,0.9999681573509325
PRICKLE3,-0.10925015209432447,0.9999681573509325
LTF,0.04991563036326541,0.9999681573509325
EXTL3,0.21732403377475384,0.9999681573509325
NR1H4,-0.2450584342612118,0.9999681573509325
ELOVL5,0.07586765616513158,0.9999681573509325
ALOX5,-0.9461358763479265,0.9999681573509325
KDM5D,-0.9886737003230146,0.9999681573509325
CALCOCO1,-0.034881005797818096,0.9999681573509325
UBR7,0.18400865456413204,0.9999681573509325
MAP4K5,0.094155754856434,0.9999681573509325
EHD3,0.1478145066210871,0.9999681573509325
PSMC4,-0.1957224034752144,0.9999681573509325
MAN2B2,0.4073973067556738,0.9999681573509325
SLC7A14,0.4928816634138946,0.9999681573509325
CLDN11,0.38994901733831855,0.9999681573509325
SLC25A39,0.6888481872699553,0.9999681573509325
MVP,0.14268788157428736,0.9999681573509325
NUB1,0.19929316723432025,0.9999681573509325
PGM3,0.1245169263327017,0.9999681573509325
RWDD2A,-0.24306225914290877,0.9999681573509325
CLK1,0.1691034480078425,0.9999681573509325
POLR3B,0.27435479785277744,0.9999681573509325
ANGEL1,0.0291300976646823,0.9999681573509325
RNF14,-0.6221425179878455,0.9999681573509325
DNASE1L1,0.7093287877900556,0.9999681573509325
DDX11,0.6806615961154059,0.9999681573509325
HEBP1,0.6702147202336699,0.9999681573509325
GPRC5A,-1.685089810397313,0.9999681573509325
MAMLD1,0.47575977318736035,0.9999681573509325
CD6,0.336077604190371,0.9999681573509325
TACC3,0.16590605405447076,0.9999681573509325
UFL1,-0.0972513815130385,0.9999681573509325
POLA2,0.6375735298494972,0.9999681573509325
ZC3H3,-0.23980359821763678,0.9999681573509325
CAPN1,0.2521752884698918,0.9999681573509325
ACP3,-0.2799194924450527,0.9999681573509325
MDH1,0.12225590957744606,0.9999681573509325
SLC30A9,-0.03462941936938598,0.9999681573509325
COX15,0.057934125872104274,0.9999681573509325
CCDC88C,0.36555666432472905,0.9999681573509325
YAF2,-0.019537384282036,0.9999681573509325
ZMYND11,0.02559803735452821,0.9999681573509325
WAS,-0.08517806687882845,0.9999681573509325
DPEP1,-0.44346183860399613,0.9999681573509325
BID,-0.31468421180297396,0.9999681573509325
MATR3,-0.20585620356437465,0.9999681573509325
NPC1L1,0.1690461217102353,0.9999681573509325
XYLT2,-0.2617940846247244,0.9999681573509325
RGPD5,-0.16835422592126445,0.9999681573509325
STMN4,-0.14361994756123586,0.9999681573509325
NUDCD3,0.23097282872574998,0.9999681573509325
CHDH,0.598355639782441,0.9999681573509325
IL20RA,0.7803707353730989,0.9999681573509325
CLCA4,0.27334601954478416,0.9999681573509325
GLT8D1,0.15130705784163673,0.9999681573509325
ATP2C1,-0.16314831948019207,0.9999681573509325
IGF1,-0.05291657715948828,0.9999681573509325
SLC38A5,-0.6197349628287693,0.9999681573509325
RALBP1,-0.15821660944515803,0.9999681573509325
RUFY3,0.10298709640881573,0.9999681573509325
CNTN1,0.42254884548552823,0.9999681573509325
SLC11A1,-0.916658530848924,0.9999681573509325
WWTR1,0.17550344035835788,0.9999681573509325
AGPS,-0.18779577861186691,0.9999681573509325
STEEP1,-0.46544774589829585,0.9999681573509325
ATP1A2,0.3551320429920411,0.9999681573509325
TTC27,0.3009223834644766,0.9999681573509325
ZNF582,-0.5840958031434703,0.9999681573509325
VSIG2,0.587192281103351,0.9999681573509325
PHLDB1,0.09263835689284075,0.9999681573509325
CYP24A1,0.1292921623189429,0.9999681573509325
PRDM11,-0.10100468100393148,0.9999681573509325
SYT13,-0.14361994756123586,0.9999681573509325
SNAI2,-0.1457250102102984,0.9999681573509325
CD74,-0.8309188702791814,0.9999681573509325
HGF,-0.043978479718988384,0.9999681573509325
ZRANB1,0.10562387068730843,0.9999681573509325
NCDN,0.19370053603674572,0.9999681573509325
ADGRA2,0.22865757719374555,0.9999681573509325
ZFP64,0.45501810926649977,0.9999681573509325
MNAT1,-0.11128648943362973,0.9999681573509325
SAMD4A,-0.142114727200099,0.9999681573509325
RUNX3,1.0591450774015543,0.9999681573509325
MRE11,-0.07641936390495016,0.9999681573509325
PLEKHB1,0.2508690983485377,0.9999681573509325
SERPINB1,0.21172109143079673,0.9999681573509325
CYP3A43,-0.4469349448129731,0.9999681573509325
SLC7A9,-1.1866115561923734,0.9999681573509325
SPAST,-0.2471857612695802,0.9999681573509325
NRXN3,-0.10209757627753406,0.9999681573509325
OSBPL5,0.3188524915328671,0.9999681573509325
AQR,-0.2769797021947048,0.9999681573509325
CPS1,0.5648692186662746,0.9999681573509325
FHL1,0.42203306281820957,0.9999681573509325
RTF2,-0.0202820403019076,0.9999681573509325
GABRA1,0.07423893668057094,0.9999681573509325
NLRP2,0.1397283652788731,0.9999681573509325
SLC45A4,0.20758193378736345,0.9999681573509325
RNF10,-0.15345732179791657,0.9999681573509325
ZNF839,-0.20774331086810702,0.9999681573509325
ZDHHC6,-0.3859503465756072,0.9999681573509325
GRAMD1B,-0.032167867071345786,0.9999681573509325
RNH1,0.3175981179409978,0.9999681573509325
NDUFS1,0.06867308161954759,0.9999681573509325
RB1CC1,0.08444123505554653,0.9999681573509325
ERP44,-0.4741454133795587,0.9999681573509325
ALAS1,0.08883399421879683,0.9999681573509325
BIRC3,-0.1360465346344241,0.9999681573509325
AKAP11,-0.14813919126459357,0.9999681573509325
GLRX2,-0.4867914534171389,0.9999681573509325
SNAPC1,-0.40143172837061375,0.9999681573509325
DERA,0.27759068264850356,0.9999681573509325
STRAP,0.09177749885296753,0.9999681573509325
ABCC2,0.8109769133070879,0.9999681573509325
DEF6,-0.4576236768161162,0.9999681573509325
PLEKHO1,0.032060509866936385,0.9999681573509325
GCLM,0.1981242104707209,0.9999681573509325
UBR2,0.04635948234090196,0.9999681573509325
EHD2,0.37454233522959257,0.9999681573509325
CCDC28A,0.0794989887768085,0.9999681573509325
RRAGD,-0.43882942215931353,0.9999681573509325
HSF2,-0.16427655093175925,0.9999681573509325
PHF20,0.025990908569894455,0.9999681573509325
HSD17B6,0.37743828356211473,0.9999681573509325
NR1H3,-0.1388394432204017,0.9999681573509325
TYMP,-0.3683428051686595,0.9999681573509325
NCAPH2,-0.018271489043962245,0.9999681573509325
TOMM34,-0.4167123184410442,0.9999681573509325
SEC63,-0.30675241406396775,0.9999681573509325
KPNA6,-0.12668721665161747,0.9999681573509325
VIM,0.038946980672499396,0.9999681573509325
FAS,-0.07850379978733205,0.9999681573509325
RNASET2,-0.3499076511226251,0.9999681573509325
CD44,-0.48385615473754334,0.9999681573509325
KCNG1,0.04771377709919359,0.9999681573509325
AGPAT4,0.28008062315077475,0.9999681573509325
BTN3A1,0.30501549987328597,0.9999681573509325
MIPEP,-0.33422186817353694,0.9999681573509325
PRKCH,0.03814980522154637,0.9999681573509325
INSRR,0.09830380561404596,0.9999681573509325
IFNGR1,-0.22019257872536238,0.9999681573509325
B4GALT7,0.7292471742834806,0.9999681573509325
SH2D2A,-0.010941383750385711,0.9999681573509325
VRK2,-0.036800554116931346,0.9999681573509325
TNFRSF1B,-0.04645332831674855,0.9999681573509325
VEZT,-0.24371495880256042,0.9999681573509325
POU2F2,-0.15191897525448064,0.9999681573509325
BRD9,0.30304061575268615,0.9999681573509325
SNX1,0.040789918283290504,0.9999681573509325
TBPL1,0.2493026641386913,0.9999681573509325
BMAL2,0.09409455103914525,0.9999681573509325
BCLAF1,0.014197450541477027,0.9999681573509325
SLC39A9,0.11441479158639409,0.9999681573509325
ANK1,0.008226235618724442,0.9999681573509325
TFB1M,0.6926327471444518,0.9999681573509325
RABEP1,-0.021405533830632293,0.9999681573509325
NUP160,0.04151864237088915,0.9999681573509325
BAK1,-0.4684289316163656,0.9999681573509325
MUSK,0.25455068138135695,0.9999681573509325
IKZF2,0.2427508570892847,0.9999681573509325
GRN,0.3596577264409798,0.9999681573509325
FAM13B,0.1376127238940948,0.9999681573509325
ARHGAP31,-0.10738258242656101,0.9999681573509325
CENPQ,-0.14117908316717506,0.9999681573509325
SARS1,-0.3720392019692537,0.9999681573509325
RANBP3,0.1624126088736465,0.9999681573509325
ARID4A,-0.10243669587352418,0.9999681573509325
EIPR1,0.4838749108740599,0.9999681573509325
PNPLA6,0.17249155000335303,0.9999681573509325
IFT88,0.17466171985864298,0.9999681573509325
ALG1,0.1535144237759257,0.9999681573509325
ZCCHC8,0.2499184730024116,0.9999681573509325
ABCF2,-0.6994180042872261,0.9999681573509325
CHPF2,0.5495460613157149,0.9999681573509325
LRRC7,0.8606013807613451,0.9999681573509325
FUT8,-0.008282234479300299,0.9999681573509325
UBA6,0.052137857924640756,0.9999681573509325
GAB2,0.4205340427241205,0.9999681573509325
ATP6V0A1,0.09034233329978217,0.9999681573509325
PIAS1,0.4085256782424066,0.9999681573509325
SLC4A7,0.17495258362967414,0.9999681573509325
APBA2,-0.07983761156363234,0.9999681573509325
MAP2K3,0.6309055565083477,0.9999681573509325
CLXN,0.17324632808212173,0.9999681573509325
TMSB10,-0.18233367304761675,0.9999681573509325
ASTE1,-0.7459447660624285,0.9999681573509325
RNF19A,-0.1824114452196739,0.9999681573509325
PEX3,0.10403290566183217,0.9999681573509325
GABARAPL2,0.028506285862913178,0.9999681573509325
SH3YL1,0.011924217041570612,0.9999681573509325
FAM136A,-0.029107516111038973,0.9999681573509325
VCL,0.11177742026870412,0.9999681573509325
DEPDC1B,0.599604605594057,0.9999681573509325
DAPK2,0.9074291062705496,0.9999681573509325
NSMAF,0.47959343462059767,0.9999681573509325
ADSS2,0.2704366692670629,0.9999681573509325
STAP1,-0.31844481639220973,0.9999681573509325
TIMP2,0.2367502032637058,0.9999681573509325
RFC1,0.10022686232223008,0.9999681573509325
TBC1D23,-0.15502181575617355,0.9999681573509325
CUL3,-0.15614789486626823,0.9999681573509325
MYOM2,0.7449518731366599,0.9999681573509325
OTC,0.3923766814747576,0.9999681573509325
CYP46A1,-0.45220103132720696,0.9999681573509325
ZZZ3,0.11142679433302205,0.9999681573509325
USP2,-0.007724631446208506,0.9999681573509325
TUBG2,0.8946714854651444,0.9999681573509325
RPL26L1,0.2561103190583793,0.9999681573509325
FLT4,0.5322161352660045,0.9999681573509325
NSUN2,-0.18231965255716037,0.9999681573509325
FBXO42,-0.053313519588437386,0.9999681573509325
MFAP3,0.5546026282105733,0.9999681573509325
MRI1,-0.11274979628779387,0.9999681573509325
METTL1,-0.5167543279418283,0.9999681573509325
AGA,0.7454399504140566,0.9999681573509325
PI4K2B,-0.47451273841540453,0.9999681573509325
BOD1L1,-0.15261267063774933,0.9999681573509325
MAT2B,0.28568580840513996,0.9999681573509325
TLL1,-0.0016500351741560923,0.9999681573509325
EDC4,0.814527552903862,0.9999681573509325
TRIO,-0.20598347243796886,0.9999681573509325
VCAN,-0.7544469439166304,0.9999681573509325
CLEC16A,0.015379525716524541,0.9999681573509325
MSR1,-0.42072613832451367,0.9999681573509325
CDH1,0.6843206062900161,0.9999681573509325
DNAH5,0.20254893548171118,0.9999681573509325
ZFYVE16,-0.053699684850269484,0.9999681573509325
RIPOR1,0.050436956295663506,0.9999681573509325
C6,-0.44051249707675516,0.9999681573509325
RAI14,0.07959058310368192,0.9999681573509325
PNKP,0.01817098537393825,0.9999681573509325
PHLPP2,0.2633363281262081,0.9999681573509325
SPDL1,-0.16662219344247836,0.9999681573509325
STAU2,0.5948914418049996,0.7374754409985382
SLC66A1,-0.703719975678937,0.9999681573509325
CTNS,-0.1316129430825256,0.9999681573509325
PHF23,-0.05643103080690298,0.9999681573509325
CDH10,-0.07477656065405784,0.9999681573509325
INPP4A,0.08390144553593469,0.9999681573509325
RAB27B,-1.1992718118513916,0.9999681573509325
PSMA4,0.011725921775927944,0.9999681573509325
MYO16,-0.7477272465545266,0.9999681573509325
LSG1,-0.252212396519848,0.9999681573509325
PARP3,0.5573018724632539,0.9999681573509325
TNC,0.506158639494006,0.9999681573509325
THAP3,-0.4705115539569441,0.9999681573509325
RIPOR3,0.5685541627421554,0.9999681573509325
TDP1,-0.37199970617095734,0.9999681573509325
AIFM2,0.10542638831862966,0.9999681573509325
SPATA7,0.3505711074750739,0.9999681573509325
MED17,0.1835983209264947,0.9999681573509325
RETSAT,-0.8929126356614073,0.9999681573509325
CAPG,-0.4119511368039434,0.9999681573509325
AP2S1,0.12768697839675772,0.9999681573509325
USH2A,-0.5284901171948309,0.9999681573509325
ZPBP,0.21567179222107666,0.9999681573509325
TG,-0.10949700186553742,0.9999681573509325
ADAM28,1.4181416765344372,0.9999681573509325
BARX2,0.1292921623189429,0.9999681573509325
DCUN1D1,0.1911047822024236,0.9999681573509325
JADE2,0.3608991741905842,0.9999681573509325
ZIC2,0.41508777784752726,0.9999681573509325
LCP2,0.6558220104180813,0.9999681573509325
TRIT1,0.4172975375408369,0.9999681573509325
ADRB1,0.15776030274254005,0.9999681573509325
CUL7,0.8118811958609671,0.9999681573509325
CTNNA1,0.10985128313196178,0.9999681573509325
PHKA2,0.014275355182545893,0.9999681573509325
CNTLN,0.030508006829826982,0.9999681573509325
EPHA3,0.19223231852824585,0.9999681573509325
HSPA5,-0.4947912108664113,0.9999681573509325
DSG2,-0.06626101312298942,0.9999681573509325
GEMIN8,-0.1609664456285497,0.9999681573509325
OFD1,-0.08934028853640759,0.9999681573509325
GPM6B,0.6115163566863506,0.9999681573509325
PREX2,0.008740127258654083,0.9999681573509325
WDR37,-0.3199148149051644,0.9999681573509325
YTHDC2,0.0967693244011441,0.9999681573509325
CTPS2,-0.30812520608938615,0.9999681573509325
ATP6V1H,0.037009047035147666,0.9999681573509325
POLR2B,0.07080804973389158,0.9999681573509325
ATOSA,0.08829747458090315,0.9999681573509325
ARAP2,0.3096408347529511,0.9999681573509325
TPR,-0.24095366486638767,0.9999681573509325
CP,-0.4585758257987667,0.9999681573509325
KATNIP,-0.09770108008685288,0.9999681573509325
DTNBP1,0.23338133222020963,0.9999681573509325
XK,-0.1733258691009896,0.9999681573509325
ANO2,-0.1587159260192374,0.9999681573509325
C12orf4,0.05057868817010923,0.9999681573509325
SCML1,-0.06862793392971454,0.9999681573509325
